posicion,etiqueta
03010120502,30557690100718000897
03010120601,
03010120602,
03010120701,
03010120702,
03010120801,
03010120802,
03010130101,
03010130102,
03010130201,
03010130202,
03010130301,
03010130302,
03010130401,
03010130402,
03010130501,
03010130502,
03010130601,
03010130602,30557690101325000883
03010130701,
03010130702,30557690100112000960
03010130801,
03010130802,
03010140101,
03010140102,
03010140201,
03010140202,
03010140301,
03010140302,
03010140401,
03010140402,
03010140501,
03010140502,
03010140601,
03010140602,
03010140701,
03010140702,
03010140801,
03010140802,
03010150101,
03010150102,
03010150201,
03010150202,
03010150301,
03010150302,30557690101426000922
03010150401,
03010150402,30557690100314000832
03010150501,
03010150502,
03010150601,
03010150602,
03010150701,
03010150702,
03010150801,
03010150802,
03010160101,
03010160102,
03010160201,
03010160202,
03010160301,
03010160302,30557690100213001067
03010160401,
03010160402,
03010160501,
03010160502,
03010160601,
03010160602,
03010160701,
03010160702,
03010160801,
03010160802,
03010170101,
03010170102,
03010170201,
03010170202,
03010170301,
03010170302,
03010170401,
03010170402,
03010170501,
03010170502,
03010170601,
03010170602,
03010170701,
03010170702,
03010170801,
03010170802,
03010180101,
03010180102,
03010180201,
03010180202,
03010180301,
03010180302,
03010180401,
03010180402,
03010180501,
03010180502,
03010180601,
03010180602,30557690101729000828
03010180701,
03010180702,
03010180801,
03010180802,
03010190101,
03010190102,
03010190201,
03010190202,
03010190301,
03010190302,
03010190401,
03010190402,30557690100718001023
03010190501,
03010190502,
03010190601,
03010190602,
03010190701,
03010190702,
03010190801,
03010190802,
03010200101,
03010200102,
03010200201,
03010200202,
03010200301,
03010200302,
03010200401,
03010200402,
03010200501,
03010200502,
03010200601,
03010200602,
03010200701,
03010200702,
03010200801,
03010200802,30557690101224001083
03010210101,
03010210102,
03010210201,
03010210202,
03010210301,
03010210302,
03010210401,
03010210402,
03010210501,
03010210502,
03010210601,
03010210602,
03010210701,
03010210702,
03010210801,
03010210802,
03010220101,
03010220102,
03010220201,
03010220202,
03010220301,
03010220302,
03010220401,
03010220402,
03010220501,
03010220502,
03010220601,
03010220602,
03010220701,
03010220702,
03010220801,
03010220802,
03010230101,
03010230102,
03010230201,
03010230202,
03010230301,
03010230302,
03010230401,
03010230402,
03010230501,
03010230502,
03010230601,
03010230602,
03010230701,
03010230702,
03010230801,
03010230802,
03010240101,
03010240102,
03010240201,
03010240202,
03010240301,
03010240302,
03010240401,
03010240402,
03010240501,
03010240502,
03010240601,
03010240602,
03010240701,
03010240702,
03010240801,
03010240802,
03010250101,
03010250102,
03010250201,
03010250202,
03010250301,
03010250302,
03010250401,
03010250402,
03010250501,
03010250502,
03010250601,
03010250602,
03010250701,
03010250702,
03010250801,
03010250802,
03010260101,
03010260102,
03010260201,
03010260202,
03010260301,
03010260302,
03010260401,
03010260402,
03010260501,
03010260502,
03010260601,
03010260602,
03010260701,
03010260702,
03010260801,
03010260802,
03010270101,
03010270102,
03010270201,
03010270202,30557690100213001019
03010270301,
03010270302,
03010270401,
03010270402,
03010270501,
03010270502,
03010270601,
03010270602,30557690100617000895
03010270701,
03010270702,
03010270801,
03010270802,
03010280101,
03010280102,
03010280201,
03010280202,
03010280301,
03010280302,
03010280401,
03010280402,
03010280501,
03010280502,
03010280601,
03010280602,
03010280701,
03010280702,
03010280801,
03010280802,
03010290101,
03010290102,
03010290201,
03010290202,30557690100112000946
03010290301,
03010290302,
03010290401,
03010290402,
03010290501,
03010290502,
03010290601,
03010290602,
03010290701,
03010290702,
03010290801,
03010290802,30557690101224001063
03010300101,
03010300102,
03010300201,
03010300202,
03010300301,
03010300302,
03010300401,
03010300402,
03010300501,
03010300502,
03010300601,
03010300602,
03010300701,
03010300702,
03010300801,
03010300802,
03010310101,
03010310102,
03010310201,
03010310202,
03010310301,
03010310302,
03010310401,
03010310402,
03010310501,
03010310502,
03010310601,
03010310602,
03010310701,
03010310702,
03010310801,
03010310802,
03010320101,
03010320102,
03010320201,
03010320202,
03010320301,
03010320302,
03010320401,
03010320402,
03010320501,
03010320502,
03010320601,
03010320602,
03010320701,
03010320702,
03010320801,
03010320802,
03010330101,
03010330102,
03010330201,
03010330202,
03010330301,
03010330302,
03010330401,
03010330402,
03010330501,
03010330502,
03010330601,
03010330602,
03010330701,
03010330702,
03010330801,
03010330802,
03010340101,
03010340102,
03010340201,
03010340202,30557690101628000845
03010340301,
03010340302,
03010340401,
03010340402,
03010340501,
03010340502,
03010340601,
03010340602,
03010340701,
03010340702,
03010340801,
03010340802,
03010350101,
03010350102,
03010350201,
03010350202,
03010350301,
03010350302,30557690101628001187
03010350401,
03010350402,
03010350501,
03010350502,30557690101932000825
03010350601,
03010350602,
03010350701,
03010350702,
03010350801,
03010350802,30557690100213000850
03010360101,
03010360102,
03010360201,
03010360202,
03010360301,
03010360302,
03010360401,
03010360402,
03010360501,
03010360502,
03010360601,
03010360602,
03010360701,
03010360702,
03010360801,
03010360802,
03010370101,
03010370102,
03010370201,
03010370202,
03010370301,
03010370302,
03010370401,
03010370402,
03010370501,
03010370502,
03010370601,
03010370602,
03010370701,
03010370702,
03010370801,
03010370802,
03010380101,
03010380102,
03010380201,
03010380202,
03010380301,
03010380302,
03010380401,
03010380402,
03010380501,
03010380502,
03010380601,
03010380602,
03010380701,
03010380702,
03010380801,
03010380802,
03010390101,
03010390102,
03010390201,
03010390202,
03010390301,
03010390302,
03010390401,
03010390402,
03010390501,
03010390502,
03010390601,
03010390602,
03010390701,
03010390702,
03010390801,
03010390802,
03010400101,
03010400102,
03010400201,
03010400202,
03010400301,
03010400302,
03010400401,
03010400402,
03010400501,
03010400502,
03010400601,
03010400602,
03010400701,
03010400702,
03010400801,
03010400802,30557690101729001116
03010410101,
03010410102,
03010410201,
03010410202,
03010410301,
03010410302,
03010410401,
03010410402,
03010410501,
03010410502,
03010410601,
03010410602,
03010410701,
03010410702,
03010410801,
03010410802,30557690100011000835
03010420101,
03010420102,
03010420201,
03010420202,
03010420301,
03010420302,
03010420401,
03010420402,
03010420501,
03010420502,
03010420601,
03010420602,
03010420701,
03010420702,
03010420801,
03010420802,
03010430101,
03010430102,
03010430201,
03010430202,
03010430301,
03010430302,
03010430401,
03010430402,
03010430501,
03010430502,
03010430601,
03010430602,
03010430701,
03010430702,
03010430801,
03010430802,
03010440101,
03010440102,
03010440201,
03010440202,
03010440301,
03010440302,
03010440401,
03010440402,
03010440501,
03010440502,30557690101628001180
03010440601,
03010440602,30557690100112001032
03010440701,
03010440702,
03010440801,
03010440802,
03010450101,
03010450102,
03010450201,
03010450202,
03010450301,
03010450302,
03010450401,
03010450402,
03010450501,
03010450502,
03010450601,
03010450602,
03010450701,
03010450702,30557690101022001004
03010450801,
03010450802,
03010460101,
03010460102,
03010460201,
03010460202,
03010460301,
03010460302,
03010460401,
03010460402,30557690101426001042
03010460501,
03010460502,
03010460601,
03010460602,
03010460701,
03010460702,
03010460801,
03010460802,
03010470101,
03010470102,
03010470201,
03010470202,
03010470301,
03010470302,
03010470401,
03010470402,30557690101628000906
03010470501,
03010470502,
03010470601,
03010470602,
03010470701,
03010470702,
03010470801,
03010470802,
03010480101,
03010480102,
03010480201,
03010480202,30557690101932001152
03010480301,
03010480302,
03010480401,
03010480402,
03010480501,
03010480502,
03010480601,
03010480602,
03010480701,
03010480702,
03010480801,
03010480802,
03010490101,
03010490102,
03010490201,
03010490202,
03010490301,
03010490302,
03010490401,
03010490402,
03010490501,
03010490502,30557690101426000854
03010490601,
03010490602,
03010490701,
03010490702,30557690100718001039
03010490801,
03010490802,
03010500101,
03010500102,
03010500201,
03010500202,
03010500301,
03010500302,
03010500401,
03010500402,
03010500501,
03010500502,
03010500601,
03010500602,
03010500701,
03010500702,
03010500801,
03010500802,
03010510101,
03010510102,
03010510201,
03010510202,
03010510301,
03010510302,
03010510401,
03010510402,
03010510501,
03010510502,30557690101932000870
03010510601,
03010510602,
03010510701,
03010510702,
03010510801,
03010510802,
03010520101,
03010520102,30557690101831001184
03010520201,
03010520202,
03010520301,
03010520302,
03010520401,
03010520402,30557690101325001030
03010520501,
03010520502,
03010520601,
03010520602,
03010520701,
03010520702,30557690100718000977
03010520801,
03010520802,
03010530101,
03010530102,
03010530201,
03010530202,
03010530301,
03010530302,
03010530401,
03010530402,
03010530501,
03010530502,
03010530601,
03010530602,
03010530701,
03010530702,
03010530801,
03010530802,
03010540101,
03010540102,
03010540201,
03010540202,
03010540301,
03010540302,
03010540401,
03010540402,
03010540501,
03010540502,
03010540601,
03010540602,
03010540701,
03010540702,
03010540801,
03010540802,30557690100415001194
03010550101,
03010550102,30557690101729000959
03010550201,
03010550202,30557690100011000901
03010550301,
03010550302,
03010550401,
03010550402,
03010550501,
03010550502,
03010550601,
03010550602,
03010550701,
03010550702,
03010550801,
03010550802,
03010560101,
03010560102,
03010560201,
03010560202,
03010560301,
03010560302,
03010560401,
03010560402,
03010560501,
03010560502,
03010560601,
03010560602,
03010560701,
03010560702,
03010560801,
03010560802,
03010570101,
03010570102,
03010570201,
03010570202,
03010570301,
03010570302,
03010570401,
03010570402,
03010570501,
03010570502,
03010570601,
03010570602,
03010570701,
03010570702,
03010570801,
03010570802,
03010580101,
03010580102,
03010580201,
03010580202,
03010580301,
03010580302,
03010580401,
03010580402,
03010580501,
03010580502,
03010580601,
03010580602,30557690100314001163
03010580701,
03010580702,
03010580801,
03010580802,
03010590101,
03010590102,
03010590201,
03010590202,
03010590301,
03010590302,
03010590401,
03010590402,
03010590501,
03010590502,
03010590601,
03010590602,
03010590701,
03010590702,
03010590801,
03010590802,
03010600101,
03010600102,
03010600201,
03010600202,
03010600301,
03010600302,
03010600401,
03010600402,
03010600501,
03010600502,
03010600601,
03010600602,30557690100011000930
03010600701,
03010600702,
03010600801,
03010600802,
03020010101,30557690100617001657
03020010102,30557690100617001466
03020010201,30557690101325001644
03020010202,30557690101325001353
03020010301,30557690100415001503
03020010302,30557690100415000929
03020010401,30557690101224001271
03020010402,30557690101224001211
03020010501,30557690101426001236
03020010502,30557690101426001208
03020010601,30557690101831001361
03020010602,30557690101831001252
03020010701,30557690100314001652
03020010702,30557690100314000921
03020010801,30557690100213001453
03020010802,30557690100213001378
03020020101,
03020020102,30557690100011001559
03020020201,30557690101932001624
03020020202,30557690101932001470
03020020301,30557690100921001545
03020020302,30557690100921001401
03020020401,30557690100011001384
03020020402,30557690100011001310
03020020501,30557690101426001396
03020020502,30557690101426001265
03020020601,30557690100718001420
03020020602,30557690100718001320
03020020701,30557690101831001511
03020020702,30557690101831001415
03020020801,
03020020802,30557690101932001115
03020030101,
03020030102,
03020030201,
03020030202,30557690101123001592
03020030301,30557690101729001610
03020030302,30557690101729001473
03020030401,30557690101628001530
03020030402,30557690101628001419
03020030501,30557690101224001564
03020030502,30557690101224001343
03020030601,30557690100718001572
03020030602,30557690100718000881
03020030701,
03020030702,30557690101527001501
03020030801,30557690101831001668
03020030802,30557690101831001596
03020040101,
03020040102,
03020040201,
03020040202,
03020040301,
03020040302,30557690100921001611
03020040401,
03020040402,30557690101426001506
03020040501,30557690100516001549
03020040502,30557690100516001431
03020040601,30557690100819001618
03020040602,30557690100819001524
03020040701,
03020040702,30557690101022001648
03020040801,
03020040802,
03020050101,
03020050102,
03020050201,
03020050202,
03020050301,
03020050302,
03020050401,
03020050402,30557690101628001005
03020050501,30557690100213001702
03020050502,30557690100213001536
03020050601,
03020050602,30557690100718001687
03020050701,
03020050702,
03020050801,
03020050802,
03020060101,
03020060102,
03020060201,
03020060202,
03020060301,
03020060302,
03020060401,
03020060402,
03020060501,
03020060502,30557690100516001692
03020060601,
03020060602,
03020060701,
03020060702,
03020060801,
03020060802,
03020070101,
03020070102,30557690101527001148
03020070201,
03020070202,30557690101729001138
03020070301,
03020070302,
03020070401,
03020070402,
03020070501,
03020070502,
03020070601,
03020070602,
03020070701,
03020070702,
03020070801,
03020070802,
03020080101,
03020080102,30557690101831000979
03020080201,
03020080202,
03020080301,
03020080302,
03020080401,
03020080402,
03020080501,
03020080502,
03020080601,
03020080602,
03020080701,
03020080702,
03020080801,
03020080802,
03020090101,
03020090102,
03020090201,
03020090202,
03020090301,
03020090302,
03020090401,
03020090402,
03020090501,
03020090502,
03020090601,
03020090602,
03020090701,
03020090702,
03020090801,
03020090802,
03020100101,
03020100102,
03020100201,
03020100202,
03020100301,
03020100302,
03020100401,
03020100402,
03020100501,
03020100502,30557690100819001088
03020100601,
03020100602,
03020100701,
03020100702,30557690101932001015
03020100801,
03020100802,
03020110101,
03020110102,
03020110201,
03020110202,
03020110301,
03020110302,
03020110401,
03020110402,
03020110501,
03020110502,
03020110601,
03020110602,
03020110701,
03020110702,
03020110801,
03020110802,
03020120101,
03020120102,
03020120201,
03020120202,30557690100314000925
03020120301,
03020120302,30557690101426001085
03020120401,
03020120402,
03020120501,
03020120502,
03020120601,
03020120602,
03020120701,
03020120702,
03020120801,
03020120802,
03020130101,
03020130102,
03020130201,
03020130202,
03020130301,
03020130302,
03020130401,
03020130402,
03020130501,
03020130502,
03020130601,
03020130602,
03020130701,
03020130702,
03020130801,
03020130802,30557690101123000984
03020140101,
03020140102,
03020140201,
03020140202,
03020140301,
03020140302,
03020140401,
03020140402,
03020140501,
03020140502,
03020140601,
03020140602,
03020140701,
03020140702,
03020140801,
03020140802,
03020150101,
03020150102,30557690100213001186
03020150201,
03020150202,
03020150301,
03020150302,
03020150401,
03020150402,30557690100921000907
03020150501,
03020150502,
03020150601,
03020150602,
03020150701,
03020150702,
03020150801,
03020150802,30557690101022000954
03020160101,
03020160102,
03020160201,
03020160202,
03020160301,
03020160302,
03020160401,
03020160402,
03020160501,
03020160502,30557690101022001162
03020160601,
03020160602,
03020160701,
03020160702,
03020160801,
03020160802,
03020170101,
03020170102,
03020170201,
03020170202,
03020170301,
03020170302,30557690101123001072
03020170401,
03020170402,
03020170501,
03020170502,
03020170601,
03020170602,
03020170701,
03020170702,
03020170801,
03020170802,30557690101224001082
03020180101,
03020180102,
03020180201,
03020180202,
03020180301,
03020180302,
03020180401,
03020180402,
03020180501,
03020180502,
03020180601,
03020180602,30557690100617000994
03020180701,
03020180702,30557690100819000856
03020180801,
03020180802,
03020190101,
03020190102,
03020190201,
03020190202,
03020190301,
03020190302,30557690101325000915
03020190401,
03020190402,
03020190501,
03020190502,
03020190601,
03020190602,
03020190701,
03020190702,
03020190801,
03020190802,
03020200101,
03020200102,
03020200201,
03020200202,
03020200301,
03020200302,
03020200401,
03020200402,
03020200501,
03020200502,
03020200601,
03020200602,
03020200701,
03020200702,
03020200801,
03020200802,
03020210101,
03020210102,30557690101932001098
03020210201,
03020210202,30557690100112000944
03020210301,
03020210302,
03020210401,
03020210402,
03020210501,
03020210502,
03020210601,
03020210602,
03020210701,
03020210702,
03020210801,
03020210802,
03020220101,
03020220102,
03020220201,
03020220202,
03020220301,
03020220302,
03020220401,
03020220402,
03020220501,
03020220502,
03020220601,
03020220602,
03020220701,
03020220702,
03020220801,
03020220802,30557690101628001185
03020230101,
03020230102,
03020230201,
03020230202,30557690100617000889
03020230301,
03020230302,
03020230401,
03020230402,
03020230501,
03020230502,
03020230601,
03020230602,30557690100314000970
03020230701,
03020230702,
03020230801,
03020230802,
03020240101,
03020240102,
03020240201,
03020240202,30557690101123001081
03020240301,
03020240302,
03020240401,
03020240402,
03020240501,
03020240502,
03020240601,
03020240602,
03020240701,
03020240702,
03020240801,
03020240802,
03020250101,
03020250102,
03020250201,
03020250202,
03020250301,
03020250302,
03020250401,
03020250402,30557690100516000816
03020250501,
03020250502,
03020250601,
03020250602,
03020250701,
03020250702,
03020250801,
03020250802,30557690101729000987
03020260101,
03020260102,
03020260201,
03020260202,
03020260301,
03020260302,
03020260401,
03020260402,
03020260501,
03020260502,
03020260601,
03020260602,
03020260701,
03020260702,
03020260801,
03020260802,
03020270101,
03020270102,
03020270201,
03020270202,
03020270301,
03020270302,
03020270401,
03020270402,
03020270501,
03020270502,
03020270601,
03020270602,
03020270701,
03020270702,
03020270801,
03020270802,
03020280101,
03020280102,
03020280201,
03020280202,
03020280301,
03020280302,
03020280401,
03020280402,30557690100112000936
03020280501,
03020280502,
03020280601,
03020280602,
03020280701,
03020280702,30557690100516001192
03020280801,
03020280802,
03020290101,
03020290102,
03020290201,
03020290202,
03020290301,
03020290302,
03020290401,
03020290402,
03020290501,
03020290502,
03020290601,
03020290602,
03020290701,
03020290702,
03020290801,
03020290802,
03020300101,
03020300102,
03020300201,
03020300202,
03020300301,
03020300302,
03020300401,
03020300402,
03020300501,
03020300502,
03020300601,
03020300602,
03020300701,
03020300702,
03020300801,
03020300802,
03020310101,
03020310102,
03020310201,
03020310202,
03020310301,
03020310302,
03020310401,
03020310402,
03020310501,
03020310502,
03020310601,
03020310602,
03020310701,
03020310702,
03020310801,
03020310802,
03020320101,
03020320102,
03020320201,
03020320202,
03020320301,
03020320302,
03020320401,
03020320402,
03020320501,
03020320502,
03020320601,
03020320602,30557690100112000974
03020320701,
03020320702,
03020320801,
03020320802,
03020330101,
03020330102,
03020330201,
03020330202,
03020330301,
03020330302,
03020330401,
03020330402,30557690101628000964
03020330501,
03020330502,
03020330601,
03020330602,
03020330701,
03020330702,
03020330801,
03020330802,30557690101932001046
03020340101,
03020340102,
03020340201,
03020340202,
03020340301,
03020340302,
03020340401,
03020340402,
03020340501,
03020340502,
03020340601,
03020340602,
03020340701,
03020340702,
03020340801,
03020340802,30557690100314000874
03020350101,
03020350102,
03020350201,
03020350202,
03020350301,
03020350302,
03020350401,
03020350402,
03020350501,
03020350502,
03020350601,
03020350602,
03020350701,
03020350702,
03020350801,
03020350802,
03020360101,
03020360102,
03020360201,
03020360202,
03020360301,
03020360302,
03020360401,
03020360402,
03020360501,
03020360502,
03020360601,
03020360602,
03020360701,
03020360702,
03020360801,
03020360802,
03020370101,
03020370102,
03020370201,
03020370202,30557690100213001158
03020370301,
03020370302,
03020370401,
03020370402,30557690101527001048
03020370501,
03020370502,
03020370601,
03020370602,
03020370701,
03020370702,
03020370801,
03020370802,
03020380101,
03020380102,
03020380201,
03020380202,
03020380301,
03020380302,
03020380401,
03020380402,
03020380501,
03020380502,
03020380601,
03020380602,
03020380701,
03020380702,30557690100011001092
03020380801,
03020380802,
03020390101,
03020390102,
03020390201,
03020390202,
03020390301,
03020390302,
03020390401,
03020390402,
03020390501,
03020390502,
03020390601,
03020390602,
03020390701,
03020390702,
03020390801,
03020390802,30557690101527000962
03020400101,
03020400102,
03020400201,
03020400202,
03020400301,
03020400302,
03020400401,
03020400402,
03020400501,
03020400502,
03020400601,
03020400602,
03020400701,
03020400702,
03020400801,
03020400802,30557690100921001129
03020410101,
03020410102,
03020410201,
03020410202,
03020410301,
03020410302,30557690100415001093
03020410401,
03020410402,
03020410501,
03020410502,
03020410601,
03020410602,
03020410701,
03020410702,
03020410801,
03020410802,
03020420101,
03020420102,
03020420201,
03020420202,30557690100415000981
03020420301,
03020420302,
03020420401,
03020420402,
03020420501,
03020420502,
03020420601,
03020420602,
03020420701,
03020420702,30557690101022001100
03020420801,
03020420802,
03020430101,
03020430102,
03020430201,
03020430202,
03020430301,
03020430302,
03020430401,
03020430402,
03020430501,
03020430502,
03020430601,
03020430602,
03020430701,
03020430702,
03020430801,
03020430802,
03020440101,
03020440102,
03020440201,
03020440202,
03020440301,
03020440302,
03020440401,
03020440402,
03020440501,
03020440502,
03020440601,
03020440602,
03020440701,
03020440702,
03020440801,
03020440802,
03020450101,
03020450102,30557690100718000971
03020450201,
03020450202,
03020450301,
03020450302,
03020450401,
03020450402,
03020450501,
03020450502,
03020450601,
03020450602,
03020450701,
03020450702,
03020450801,
03020450802,
03020460101,
03020460102,
03020460201,
03020460202,
03020460301,
03020460302,
03020460401,
03020460402,
03020460501,
03020460502,
03020460601,
03020460602,
03020460701,
03020460702,
03020460801,
03020460802,
03020470101,
03020470102,
03020470201,
03020470202,
03020470301,
03020470302,
03020470401,
03020470402,
03020470501,
03020470502,30557690101022001068
03020470601,
03020470602,
03020470701,
03020470702,
03020470801,
03020470802,
03020480101,
03020480102,
03020480201,
03020480202,
03020480301,
03020480302,
03020480401,
03020480402,
03020480501,
03020480502,
03020480601,
03020480602,
03020480701,
03020480702,
03020480801,
03020480802,
03020490101,
03020490102,
03020490201,
03020490202,
03020490301,
03020490302,
03020490401,
03020490402,
03020490501,
03020490502,
03020490601,
03020490602,
03020490701,
03020490702,
03020490801,
03020490802,
03020500101,
03020500102,
03020500201,
03020500202,
03020500301,
03020500302,30557690100112001016
03020500401,
03020500402,
03020500501,
03020500502,
03020500601,
03020500602,
03020500701,
03020500702,
03020500801,
03020500802,
03020510101,
03020510102,
03020510201,
03020510202,30557690101123000992
03020510301,
03020510302,
03020510401,
03020510402,
03020510501,
03020510502,
03020510601,
03020510602,
03020510701,
03020510702,
03020510801,
03020510802,
03020520101,
03020520102,
03020520201,
03020520202,
03020520301,
03020520302,30557690100011000857
03020520401,
03020520402,
03020520501,
03020520502,
03020520601,
03020520602,
03020520701,
03020520702,
03020520801,
03020520802,
03020530101,
03020530102,
03020530201,
03020530202,
03020530301,
03020530302,
03020530401,
03020530402,
03020530501,
03020530502,
03020530601,
03020530602,
03020530701,
03020530702,
03020530801,
03020530802,
03020540101,
03020540102,
03020540201,
03020540202,
03020540301,
03020540302,
03020540401,
03020540402,
03020540501,
03020540502,30557690100415001018
03020540601,
03020540602,
03020540701,
03020540702,
03020540801,
03020540802,
03020550101,
03020550102,
03020550201,
03020550202,
03020550301,
03020550302,30557690101527001006
03020550401,
03020550402,
03020550501,
03020550502,
03020550601,
03020550602,
03020550701,
03020550702,
03020550801,
03020550802,
03020560101,
03020560102,
03020560201,
03020560202,
03020560301,
03020560302,
03020560401,
03020560402,
03020560501,
03020560502,30557690101022001045
03020560601,
03020560602,
03020560701,
03020560702,
03020560801,
03020560802,
03020570101,
03020570102,
03020570201,
03020570202,
03020570301,
03020570302,
03020570401,
03020570402,
03020570501,
03020570502,
03020570601,
03020570602,
03020570701,
03020570702,
03020570801,
03020570802,
03020580101,
03020580102,
03020580201,
03020580202,
03020580301,
03020580302,
03020580401,
03020580402,
03020580501,
03020580502,
03020580601,
03020580602,
03020580701,
03020580702,
03020580801,
03020580802,
03020590101,
03020590102,30557690100112000973
03020590201,
03020590202,
03020590301,
03020590302,
03020590401,
03020590402,
03020590501,
03020590502,30557690100617001029
03020590601,
03020590602,
03020590701,
03020590702,
03020590801,
03020590802,
03020600101,
03020600102,
03020600201,
03020600202,30557690101325000950
03020600301,
03020600302,30557690101022000830
03020600401,
03020600402,
03020600501,
03020600502,
03020600601,
03020600602,
03020600701,
03020600702,
03020600801,
03020600802,
04010010101,30557690101123001408
04010010102,30557690101123001306
04010010201,30557690100011001322
04010010202,30557690100011001235
04010010301,30557690101224001278
04010010302,30557690101224001219
04010010401,30557690100718001239
04010010402,30557690100718001199
04010010501,30557690101628001347
04010010502,30557690101628001097
04010010601,30557690100011001215
04010010602,30557690100011001200
04010010701,30557690100819001355
04010010702,30557690100819001223
04010010801,30557690100921001345
04010010802,30557690100921001240
04010020101,30557690100516001654
04010020102,30557690100516001475
04010020201,30557690100112001414
04010020202,30557690100112001314
04010020301,30557690101426001301
04010020302,30557690101426001249
04010020401,30557690101022001266
04010020402,30557690101022001226
04010020501,30557690101932001293
04010020502,30557690101932001205
04010020601,30557690100314001357
04010020602,30557690100314001227
04010020701,30557690101831001328
04010020702,30557690101831001253
04010020801,30557690101932001463
04010020802,30557690101932001354
04010030101,
04010030102,30557690101123001542
04010030201,
04010030202,30557690101628001479
04010030301,30557690101022001418
04010030302,30557690101022001358
04010030401,30557690101729001376
04010030402,30557690101729001277
04010030501,30557690101325001339
04010030502,30557690101325001232
04010030601,30557690100516001369
04010030602,30557690100516001291
04010030701,30557690100718001520
04010030702,30557690100718001370
04010030801,30557690101426001660
04010030802,30557690101426001481
04010040101,
04010040102,30557690100921001642
04010040201,
04010040202,30557690100314001546
04010040301,30557690100011001645
04010040302,30557690100011001487
04010040401,30557690101831001484
04010040402,30557690101831001386
04010040501,30557690101224001521
04010040502,30557690101224001305
04010040601,30557690101527001551
04010040602,30557690101527001440
04010040701,30557690100213001614
04010040702,30557690100213001507
04010040801,
04010040802,30557690101932001550
04010050101,
04010050102,
04010050201,
04010050202,30557690101527001649
04010050301,30557690101831001661
04010050302,30557690101831001567
04010050401,30557690101022001613
04010050402,30557690101022001522
04010050501,30557690100415001543
04010050502,30557690100415001446
04010050601,30557690100921001604
04010050602,30557690100921001537
04010050701,30557690100819001691
04010050702,30557690100819001577
04010050801,
04010050802,30557690100718001665
04010060101,
04010060102,
04010060201,
04010060202,
04010060301,
04010060302,30557690101831001707
04010060401,30557690100112001701
04010060402,30557690100112001578
04010060501,
04010060502,30557690101325001541
04010060601,
04010060602,30557690100617001587
04010060701,
04010060702,30557690101224001713
04010060801,
04010060802,
04010070101,
04010070102,
04010070201,
04010070202,
04010070301,
04010070302,30557690101224000898
04010070401,
04010070402,30557690100415000986
04010070501,
04010070502,30557690101729001594
04010070601,
04010070602,
04010070701,
04010070702,
04010070801,
04010070802,
04010080101,
04010080102,
04010080201,
04010080202,
04010080301,
04010080302,
04010080401,
04010080402,
04010080501,
04010080502,
04010080601,
04010080602,
04010080701,
04010080702,
04010080801,
04010080802,
04010090101,
04010090102,
04010090201,
04010090202,
04010090301,
04010090302,
04010090401,
04010090402,
04010090501,
04010090502,
04010090601,
04010090602,
04010090701,
04010090702,
04010090801,
04010090802,
04010100101,
04010100102,
04010100201,
04010100202,
04010100301,
04010100302,
04010100401,
04010100402,
04010100501,
04010100502,
04010100601,
04010100602,30557690100516001094
04010100701,
04010100702,
04010100801,
04010100802,
04010110101,
04010110102,
04010110201,
04010110202,
04010110301,
04010110302,
04010110401,
04010110402,
04010110501,
04010110502,
04010110601,
04010110602,
04010110701,
04010110702,
04010110801,
04010110802,
04010120101,
04010120102,
04010120201,
04010120202,
04010120301,
04010120302,
04010120401,
04010120402,
04010120501,
04010120502,
04010120601,
04010120602,30557690101123001022
04010120701,
04010120702,
04010120801,
04010120802,
04010130101,
04010130102,
04010130201,
04010130202,
04010130301,
04010130302,
04010130401,
04010130402,
04010130501,
04010130502,
04010130601,
04010130602,
04010130701,
04010130702,
04010130801,
04010130802,
04010140101,
04010140102,
04010140201,
04010140202,
04010140301,
04010140302,
04010140401,
04010140402,
04010140501,
04010140502,
04010140601,
04010140602,
04010140701,
04010140702,
04010140801,
04010140802,
04010150101,
04010150102,
04010150201,
04010150202,
04010150301,
04010150302,
04010150401,
04010150402,
04010150501,
04010150502,
04010150601,
04010150602,
04010150701,
04010150702,
04010150801,
04010150802,
04010160101,
04010160102,
04010160201,
04010160202,
04010160301,
04010160302,30557690100617000903
04010160401,
04010160402,
04010160501,
04010160502,
04010160601,
04010160602,
04010160701,
04010160702,
04010160801,
04010160802,
04010170101,
04010170102,
04010170201,
04010170202,
04010170301,
04010170302,
04010170401,
04010170402,
04010170501,
04010170502,
04010170601,
04010170602,
04010170701,
04010170702,
04010170801,
04010170802,
04010180101,
04010180102,
04010180201,
04010180202,
04010180301,
04010180302,
04010180401,
04010180402,30557690101426000893
04010180501,
04010180502,
04010180601,
04010180602,
04010180701,
04010180702,
04010180801,
04010180802,
04010190101,
04010190102,
04010190201,
04010190202,
04010190301,
04010190302,
04010190401,
04010190402,
04010190501,
04010190502,
04010190601,
04010190602,
04010190701,
04010190702,
04010190801,
04010190802,
04010200101,
04010200102,
04010200201,
04010200202,
04010200301,
04010200302,
04010200401,
04010200402,
04010200501,
04010200502,
04010200601,
04010200602,
04010200701,
04010200702,
04010200801,
04010200802,30557690100314001160
04010210101,
04010210102,
04010210201,
04010210202,
04010210301,
04010210302,
04010210401,
04010210402,
04010210501,
04010210502,
04010210601,
04010210602,
04010210701,
